"Year","State_fip","FIPS","County","total_asian_pacific_pop","DSW_male","DSW_female","total_DSW","BA_higher_ratio_male","BA_higher_ratio_female","BA_higher_ratio_2534","BA_higher_ratio_3544","BA_higher_ratio_4564","BA_higher_ratio_65","BA_higher_ratio_white","BA_higher_ratio_black","BA_higher_ratio_native","BA_higher_ratio_asian_pacific","below_poverty_ratio","below_poverty_ratio_male","below_poverty_ratio_female","below_poverty_ratio_2534","below_poverty_ratio_3544","below_poverty_ratio_4564","below_poverty_ratio_65","below_poverty_ratio_white","below_poverty_ratio_black","below_poverty_ratio_native","below_poverty_ratio_asian_pacific","BA_higher_ratio","male_seperated","female_divorced","female_widowed","female_seperated","female_married","female_never_married","male_divorced","male_widowed","male_married","male_never_married","female_nospouse_withchildren","male_nospouse_withchildren","total_female_pop","total_male_pop","total_pacific_pop","total_asian_pop","total_native","total_black","total_white","foreign_born","US_born","total_housing_unitsE","per_capita_income","mean_household_income","public_admin","other_services","arts_ent_rec","edu_health_social","prof_scientific","finance_insurance","information","transportation","retail_trade","wholesale_trade","manufacturing","construction","agriculture_mining","production_pe","natural_resources_pe","sales_pe","service_pe","management_pe","armed_forces_pe","unemployed_pop_pe","not_in_labor_force_pe","employed_pop_pe","veterans_pe","public_admin_pe","other_services_pe","arts_ent_rec_pe","edu_health_social_pe","prof_scientific_pe","finance_insurance_pe","information_pe","transportation_pe","retail_trade_pe","wholesale_trade_pe","manufacturing_pe","construction_pe","agriculture_mining_pe","total_death_rate","DOD_death_rate","Mental_health_providers","Primary_care_physicians","MHP_ratio","PCP_ratio","Median_household_income","Avg_mentally_unhealthy_days","Alcohol_impaired_driving_deaths","Excessive_drinking","Teen_birth_rate","Poor_fair_health","Adult_smoking","Children_in_poverty","Severe_housing_problems","Health_rank_population","Locality.Name","Health.District","Death.Count","VDH_death_rate","State","County_Name","Population_2020","RUCC_2023","Description"
2020,51,51007,"Amelia County, Virginia",0,17.2,23.8,41,0.0881993274228065,0.242450765864333,0.175965665236052,0.230050323508267,0.205309734513274,0.1215360253365,0.193543758967001,0.132830899670278,NA,0,0.107356482560398,0.136034449011548,0.135663507109005,0.133039647577093,0.105014191106906,0.0991464215364412,0.159013605442177,0.0946446961894954,0.162001399580126,NA,0,18.2,3.9,7.2,14.3,2.3,53.6,22.6,11.1,2.2,59.1,23.8,NA,NA,51.1,48.9,0,0,0,22.2,75.5,1.4,97.9,5626,32799,80007,427,360,404,1288,546,240,94,464,862,25,474,1066,180,16.3,20.8,19.9,14.7,28.3,0,2.8,36.3,60.9,10213,6.6,5.6,6.3,20,8.5,3.7,1.5,7.2,13.4,0.4,7.4,16.6,2.8,0.019206416209371,0.00116082735331363,8,1,0.000615,7.7e-05,57280,3.9,44,17,18,16,17,13,12,13013,"Amelia County","Piedmont",7,53.8,"VA","Amelia County","13,265",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51009,"Amherst County, Virginia",0.7,15.3,26.7,42,0.13128802250278,0.239443657866245,0.295576218653142,0.213998852553069,0.20472014723395,0.180637365956804,0.233984375,0.124851084107696,0,0.687898089171974,0.109444551964389,0.138035553371017,0.134371803949335,0.111849390919158,0.141057934508816,0.11082819619405,0.091055341055341,0.0933406343456468,0.146008968609865,0.226337448559671,0.176744186046512,21.3,2.3,12.4,11.8,2.5,47.5,25.8,9.8,3.2,51.9,32.8,NA,NA,52.5,47.5,0,0.7,0.8,18.1,76.6,1.8,97.5,14237,28866,72507,695,562,1089,4275,1268,677,255,718,1478,270,2253,1415,145,18.2,11.5,20.8,17.5,31.9,0,2.9,39.6,57.5,25564,4.6,3.7,7.2,28.3,8.4,4.5,1.7,4.8,9.8,1.8,14.9,9.4,1,0.0166768266132544,0.00117565096229208,5,7,0.000158,0.000222,50580,4,17,17,23,16,17,19,13,31666,"Amherst County","Central Virginia",10,31.6,"VA","Amherst County","31,307",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51011,"Appomattox County, Virginia",0.2,14.2,21.7,35.9,0.112945492662474,0.261980830670927,0.294148380355277,0.223872073101085,0.236463331048663,0.13300340241262,0.229710384318908,0.145526057030482,0,0.769230769230769,0.135357006491027,0.122375430899405,0.192781437983386,0.16142684401451,0.130378933847142,0.146294247787611,0.0731707317073171,0.0877577528819614,0.279598662207358,0,0.714285714285714,21.5,3.1,10.1,10.6,1,56.6,21.7,6.6,4.5,59.6,26.2,NA,NA,51.8,48.2,0,0.2,0,19.1,78.3,1.5,98.2,7362,27889,68224,626,453,375,1658,610,345,22,353,872,37,1039,709,200,12.7,13.4,24.8,16.9,32.2,0.1,1.6,41.4,56.9,12435,8.6,6.2,5.1,22.7,8.4,4.7,0.3,4.8,11.9,0.5,14.2,9.7,2.7,0.0154531168150864,0.000960363191898027,2,2,0.000126,0.000128,51131,4,36,17,27,17,17,19,12,15841,"Appomattox County","Central Virginia",3,18.7,"VA","Appomattox County","16,119",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51013,"Arlington County, Virginia",10.4,8.6,15.5,24.1,0.557747858844198,0.757491010787055,0.850579346854348,0.78252402306214,0.715790266970628,0.603240139986631,0.826203943115708,0.512040557667934,0.501623376623377,0.76948069241012,0.0641215874295615,0.0737656854696845,0.102670475422855,0.0890532261152594,0.0489374438790781,0.0603221606718914,0.11437908496732,0.0412601802382517,0.119910258246217,0.149144254278729,0.120985141461429,75.8,1.1,9.3,4.8,1.4,42.4,42,5.9,1.6,45.5,45.9,NA,NA,50.2,49.8,0.1,10.3,0.4,9.2,69,22.6,74.4,116248,73078,156941,25028,11846,10781,20931,44782,9775,4768,3690,6567,998,3302,5257,414,3.2,3.5,13,9.5,70.8,1.9,2.2,21.1,74.8,190256,16.9,8,7.3,14.1,30.2,6.6,3.2,2.5,4.4,0.7,2.2,3.5,0.3,0.00648904972858302,0.000363023761039609,424,188,0.001786,8e-04,120950,3.2,24,22,10,11,12,7,16,237521,"Arlington County","Arlington",31,12.9,"VA","Arlington County","238,643",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51015,"Augusta County, Virginia",0.7,16.2,24.3,40.5,0.153466760117333,0.235464380042693,0.198529411764706,0.269723533378287,0.216032608695652,0.219631747627726,0.228436202067034,0.0387779083431257,0,0.648936170212766,0.0891842731215895,0.0673726768042481,0.11794024664635,0.117655041389605,0.0519689257969462,0.0633861963341732,0.0709340596981046,0.0818570283984688,0.19723865877712,0.0405405405405405,0.186858316221766,22.3,1.6,11.3,10.9,2.1,54.8,20.9,10.6,4,54.9,28.8,NA,NA,49.2,50.8,0.1,0.6,0.3,4.2,92,2.3,96.9,32733,30493,76009,1445,1990,2184,8733,2693,1290,468,1848,5066,1092,5274,2843,951,18.4,11,21.7,14.9,34,0.1,1.7,41.3,56.9,61188,4,5.5,6.1,24.3,7.5,3.6,1.3,5.2,14.1,3,14.7,7.9,2.7,0.0146582399490148,0.000796643475489936,51,37,0.000676,0.000492,60556,4.1,36,16,19,14,16,12,10,75457,"Augusta County","Central Shenandoah",14,18.3,"VA","Augusta County","77,487",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2020,51,51017,"Bath County, Virginia",0.4,15.7,22.6,38.3,0.105192479856759,0.216,0.218954248366013,0.343478260869565,0.0881590319792567,0.168568920105356,0.181702263308894,0,0,1,0.187110685194058,0.224517906336088,0.155071694105151,0.137693631669535,0.154347826086957,0.151832460732984,0.285245901639344,0.147609147609148,0.828282828282828,0,0,17.4,1.5,11.8,10.8,0,54.2,23.3,10,4.2,56.6,27.6,NA,NA,50.1,49.9,0,0.4,0.2,4.8,92.2,2,96.6,3336,34463,74897,91,0,571,442,101,87,0,0,182,18,194,181,56,15.9,10.8,18.4,28.1,26.9,0.4,3.6,43.1,52.9,3604,4.7,0,29.7,23,5.3,4.5,0,0,9.5,0.9,10.1,9.4,2.9,0.0240369799691834,NA,1,1,0.000233,0.000233,50564,4.1,25,16,29,17,17,15,12,4292,"Bath County","Central Shenandoah",0,0,"VA","Bath County","4,209",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
2020,51,51019,"Bedford County, Virginia",1.2,13.5,21,34.5,0.219796365511019,0.311803100353549,0.339016801493466,0.425693002808646,0.284791787399619,0.271405017076905,0.315152571251549,0.159305993690852,0.302325581395349,0.540214477211796,0.0811517990478257,0.0771952855226734,0.101857015391479,0.0953468455609478,0.0688655810102125,0.0826453737537781,0.0462189317821259,0.0722673374056773,0.185987010431018,0,0.107892107892108,30.9,1.6,9.3,9.7,2,59.4,19.6,9,2.9,63.1,23.5,NA,NA,51.1,48.9,0,1.2,0.1,6.7,88.7,2.8,96.2,36930,34565,85025,1289,2498,1989,9320,3466,2195,248,2468,4416,779,5218,2424,458,15.3,9.6,22.5,13,39.7,0.1,2,41.5,56.5,63172,3.5,6.8,5.4,25.3,9.4,6,0.7,6.7,12,2.1,14.2,6.6,1.2,0.0162807401580189,0.00080377603721312,36,55,0.000457,0.000705,61186,3.5,43,18,16,14,15,13,10,78747,"Bedford County","Central Virginia",19,23.8,"VA","Bedford County","79,462",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51021,"Bland County, Virginia",0.2,23.4,27.4,50.8,0.0829131652661064,0.166064981949458,0.159846547314578,0.0868665977249224,0.167808219178082,0.110729023383769,0.14006864006864,0,NA,0.615384615384615,0.113168724279835,0.119677790563867,0.11015037593985,0.178571428571429,0.0195121951219512,0.081858407079646,0.0499390986601705,0.11486614771217,0,NA,0,13.4,3.9,15.6,10,1.8,50.9,21.7,14.3,5.2,43,33.6,NA,NA,44.3,55.7,0,0.2,0,3.9,94.2,0.3,99.6,3341,23664,63867,122,204,204,490,91,45,17,170,255,75,461,71,76,19.9,8.8,29,19.3,23,0,1.9,56.3,41.8,5309,5.3,8.9,8.9,21.5,4,2,0.7,7.5,11.2,3.3,20.2,3.1,3.3,0.0193010971149939,NA,2,NA,0.000318,NA,47681,3.6,17,19,18,13,15,15,7,6293,"Bland County","Mount Rogers",4,64.1,"VA","Bland County","6,270",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51023,"Botetourt County, Virginia",0.7,14,19.7,33.7,0.189548434085943,0.278458982675421,0.312041564792176,0.372113417129494,0.251241880015285,0.22807483083455,0.274161059443706,0.102331606217617,0,0.485207100591716,0.0622599860905325,0.0539034661483641,0.0776533130814505,0.028062970568104,0.0515273063869176,0.076272040302267,0.0238819948489815,0.0630378933847142,0.0933488914819137,0,0.0136986301369863,26.9,0.9,10.1,8.1,1.5,59.8,20.5,9.4,3.7,61,25.1,NA,NA,51,49,0,0.7,0.1,2.9,93.9,2.1,97.2,14959,37357,91143,735,1118,906,3280,1872,1013,292,1224,1955,486,2085,1065,232,16.2,9.1,25.1,14.8,34.7,0.1,1.7,39.9,58.3,26966,4.5,6.9,5.6,20.2,11.5,6.2,1.8,7.5,12,3,12.8,6.5,1.4,0.0154787616990641,0.00087992960563155,13,17,0.000391,0.000512,71874,3.5,20,19,10,12,14,9,10,33277,"Botetourt County","Alleghany",7,20.8,"VA","Botetourt County","33,596",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51025,"Brunswick County, Virginia",0.2,22.4,34.2,56.6,0.104780244676031,0.157118055555556,0.140311804008909,0.125881168177241,0.131607570154449,0.188356164383562,0.224402092675635,0.0769819406183043,NA,0.142857142857143,0.194937256598875,0.271195802264568,0.399303944315545,0.355611601513241,0.340686274509804,0.272965879265092,0.199288256227758,0.114348636286634,0.257695450830836,1,0.428571428571429,14.8,4.7,14,15.7,4.5,32.8,33,14.7,3,34.1,43.4,NA,NA,45.8,54.2,0,0.2,0.1,54.4,41.2,1.6,97.2,8238,24493,61833,610,334,389,1339,283,220,68,846,992,73,581,360,240,26.7,10.9,21.1,20.3,21,0,3.3,51.6,45.1,13734,9.6,5.3,6.1,21.1,4.5,3.5,1.1,13.4,15.7,1.2,9.2,5.7,3.8,0.0185812205797341,NA,5,6,0.000305,0.000369,41803,4.1,22,15,33,23,20,27,15,16384,"Brunswick County","Southside",6,37.4,"VA","Brunswick County","15,849",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51027,"Buchanan County, Virginia",0.3,21.3,31.8,53.1,0.0624647224835372,0.15230166503428,0.0997929606625259,0.202606137032367,0.0894149577804584,0.124474348191758,0.105904344463066,0.116541353383459,0,0.735849056603774,0.249010118785746,0.273942093541203,0.236716891356067,0.331501831501831,0.240963855421687,0.237966640190627,0.158590308370044,0.249040597859018,0.825301204819277,0,0,11.8,3.4,14.4,14.6,2.8,46.9,21.2,13.5,4.4,49,29.7,NA,NA,50.6,49.4,0,0.3,0.8,2.5,94.8,1.6,98,11558,22092,49699,471,281,269,1602,332,280,101,257,1047,136,489,349,732,13.9,19.3,19,15.8,32.1,0,2.4,63,34.6,17727,7.4,4.4,4.2,25.2,5.2,4.4,1.6,4,16.5,2.1,7.7,5.5,11.5,0.02416841569675,0.00114481969089868,6,6,0.000283,0.000279,32144,4.6,17,15,40,21,20,32,14,21221,"Buchanan County","Cumberland Plateau",4,19.4,"VA","Buchanan County","20,355",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
2020,51,51029,"Buckingham County, Virginia",0.1,22.6,27.7,50.3,0.0718672556836548,0.173842841765339,0.141394249704608,0.0992939099735216,0.119816628464263,0.143243243243243,0.161797201080285,0.0507579237482774,0.113636363636364,0,0.161724161118956,0.189513822688275,0.25715327136869,0.185369318181818,0.261666666666667,0.161395500489077,0.227684346701164,0.129157080108764,0.17783273381295,0.863636363636364,0,12.6,3.9,10.9,14.4,2.4,46.4,25.9,14.8,3.9,41.6,35.8,NA,NA,43.8,56.2,0,0.1,0.9,32.6,61.4,1.4,97.8,7456,23045,61492,725,241,303,1597,527,174,61,686,819,112,254,861,259,16.9,18.8,17,21.9,25.4,0,2.8,50.8,46.4,13920,11,3.6,4.6,24.1,8,2.6,0.9,10.4,12.4,1.7,3.8,13,3.9,0.0157547535894451,NA,8,4,0.000471,0.000234,45889,4,47,17,22,19,19,25,14,16999,"Buckingham County","Piedmont",1,5.8,"VA","Buckingham County","16,824",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51031,"Campbell County, Virginia",1,16.8,25.3,42.1,0.151562558200171,0.255602577666635,0.293195821055451,0.255840363400389,0.227230910763569,0.194647201946472,0.242525624258645,0.200766150095769,0,0.19935691318328,0.10475807483503,0.108941979522184,0.139576710724444,0.148570484217485,0.0934635312873655,0.0742038464533209,0.113531474986155,0.0930815621259007,0.150346450516407,0.0909090909090909,0.235955056179775,23.5,2.2,11.1,12.7,1.5,50.8,23.9,10.4,4.2,54.2,29,NA,NA,51.8,48.2,0,1,0.2,14.1,80.9,3.1,96.4,25997,28173,66223,758,1495,1742,6418,2463,1064,387,1078,3137,445,4511,2028,490,17.3,10.6,20.8,16.4,34.9,0.1,2.3,40.7,56.9,44270,2.9,5.7,6.7,24.7,9.5,4.1,1.5,4.1,12.1,1.7,17.3,7.8,1.9,0.0169787329527039,0.000997282405445162,6,9,0.000109,0.000164,51525,3.9,40,17,20,16,19,17,10,54973,"Campbell County","Central Virginia",12,21.7,"VA","Campbell County","55,696",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51033,"Caroline County, Virginia",0.6,14.2,24.3,38.5,0.122574663929541,0.245657797487066,0.227714523743405,0.224047991653625,0.228851506716689,0.189937361083047,0.240992147941587,0.159966638865721,0.133333333333333,0.682758620689655,0.0820170324039719,0.100805573699107,0.132920438303954,0.15808329601433,0.0517574353032059,0.0957142857142857,0.041015625,0.0635451505016722,0.0987181181445751,0.65,0,21.8,2.1,13.5,8.3,2.5,48.3,27.5,9.8,2.3,52.1,33.8,NA,NA,50.6,49.4,0,0.6,0.4,26.6,65.1,3.3,95.6,12322,35588,92193,1318,778,1108,2813,1667,1341,103,1175,2100,391,505,908,194,13.6,10.7,24.5,18.3,32.9,7.2,1.8,31.5,59.4,21747,9.2,5.4,7.7,19.5,11.6,9.3,0.7,8.2,14.6,2.7,3.5,6.3,1.3,0.0156221282852417,0.00137842308399191,10,5,0.000325,0.000164,67335,3.8,23,18,28,16,17,15,11,30772,"Caroline County","Rappahannock",12,38.9,"VA","Caroline County","30,887",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51035,"Carroll County, Virginia",0,19.2,27.9,47.1,0.100450868585068,0.160366552119129,0.183667364642537,0.201272605492297,0.121721587088097,0.140948745910578,0.14950935853171,0,0.176470588235294,NA,0.159906870022945,0.182226456178552,0.142098731384446,0.172445820433437,0.218549747048904,0.134111778709897,0.0776190476190476,0.150335197471256,0.486033519553073,0.756302521008403,NA,14.8,1.6,11,13.9,3,53.2,18.9,11.7,5.9,54,26.8,NA,NA,50,50,0,0,0.4,0.6,97,2.1,97.5,16738,24476,56730,404,583,922,3283,642,278,177,487,1888,349,1953,1058,603,21,14.2,21.1,16.2,27.5,0.1,2.3,47.3,50.3,24434,3.2,4.6,7.3,26,5.1,2.2,1.4,3.9,15,2.8,15.5,8.4,4.8,0.0205846207865169,0.00079002808988764,11,29,0.000371,0.000977,41517,4.2,34,17,31,15,18,23,11,29636,"Carroll County","Mount Rogers",4,13.3,"VA","Carroll County","29,155",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2020,51,51036,"Charles City County, Virginia",1,15.7,28.8,44.5,0.0879088785046729,0.205551651440618,0.186490455212922,0.249258160237389,0.145324347093513,0.141868512110727,0.213464696223317,0.108306188925081,0.0825958702064897,0.529411764705882,0.127448156682028,0.220956719817768,0.277189068600112,0.276649746192893,0.125,0.228503184713376,0.226744186046512,0.13026444662096,0.132699868938401,0.0668257756563246,0.228571428571429,16.2,1.2,10.8,14.4,3.6,45.3,25.8,11.9,2.6,51.3,32.9,NA,NA,51.8,48.2,0,1,6,44.1,44,2.2,96.9,3382,36325,82622,307,161,294,481,329,169,46,297,361,124,415,272,66,17.8,16.3,19.9,19,27.1,0.1,1.7,43.2,54.9,5903,9.2,4.8,8.9,14.5,9.9,5.1,1.4,8.9,10.9,3.7,12.5,8.2,2,0.0184945441094877,NA,1,2,0.000144,0.000286,56872,4,55,15,19,18,17,19,12,6941,"Charles City","Chickahominy",0,0,"VA","Charles City County","6,773",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51037,"Charlotte County, Virginia",0.4,20.8,31.4,52.2,0.0659121171770972,0.177968062948392,0.197486535008977,0.158854166666667,0.105794176996253,0.149281934996221,0.145857839018652,0.118055555555556,0,0.6,0.24076771484877,0.296547202797203,0.32776900518836,0.238512035010941,0.343215507411631,0.285769980506823,0.219798657718121,0.246322188449848,0.229153605015674,0,0,13.9,2,13.6,13.3,4.5,41.2,27.5,13.9,4.9,45.5,33.7,NA,NA,51.6,48.4,0,0.4,0.3,27.8,70,0.6,99.4,6351,24337,59219,425,223,166,1299,380,175,60,439,640,41,464,261,276,18.8,13.6,17.9,21.8,27.9,0,2.9,46.6,50.5,9310,8.8,4.6,3.4,26.8,7.8,3.6,1.2,9.1,13.2,0.8,9.6,5.4,5.7,0.0220675005900401,0.00118008024545669,2,7,0.000168,0.000578,41382,4.4,29,15,28,19,19,30,15,11938,"Charlotte County","Piedmont",6,50.8,"VA","Charlotte County","11,529",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51041,"Chesterfield County, Virginia",3.4,11.7,21.8,33.5,0.258528619448351,0.406533560782618,0.373473904662177,0.446749624544089,0.417727816413155,0.349675530993048,0.431839935776701,0.314779646416195,0.211895910780669,0.563659262651706,0.0655339170589997,0.0838159574190972,0.105377241198796,0.12763039162606,0.0840846663435127,0.0673049507030629,0.052548078783423,0.0515976696972372,0.0901881651328981,0.0726190476190476,0.0580892143808256,40.1,1.7,12,7.6,2.2,50.5,27.6,7.5,2.5,55.7,32.5,NA,NA,52.9,47.1,0,3.4,0.2,23,65.4,8.5,89.8,132606,42734,114567,12815,8795,14449,42046,20140,17265,2410,10833,19620,3699,12118,13110,445,11.1,7.8,22,14.5,44.6,0.5,3.2,31.9,64.4,264199,7.2,4.9,8.1,23.7,11.3,9.7,1.4,6.1,11,2.1,6.8,7.4,0.3,0.0122839206522902,0.000769287730066397,573,301,0.001645,0.000876,80734,3.5,34,18,13,13,15,10,12,348556,"Chesterfield County","Chesterfield",100,27.9,"VA","Chesterfield County","364,548",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51043,"Clarke County, Virginia",1.5,11.1,22.2,33.3,0.223539140022051,0.376886271623114,0.332520325203252,0.404590163934426,0.36724462084813,0.290968801313629,0.344155844155844,0.241935483870968,NA,0.447004608294931,0.06042953396968,0.0556848146424694,0.0765243902439024,0.0572769953051643,0.0474755086661643,0.0696404187528448,0.0279097387173397,0.0497574714442184,0.108490566037736,NA,0.0717488789237668,34.7,1,9,11.3,1.9,58.4,19.4,7.8,2.3,58.3,30.7,NA,NA,50.7,49.3,0,1.5,0,5,89.2,5.2,93.9,6394,42327,107165,674,298,660,1701,867,316,171,105,740,192,481,859,165,8.2,10.9,17.7,17.7,45.5,0.1,1.8,38.2,59.9,11651,9.3,4.1,9.1,23.5,12,4.4,2.4,1.5,10.2,2.7,6.7,11.9,2.3,0.0174542753690465,0.000928418902608857,8,7,0.000551,0.000482,84021,3.8,16,17,10,14,15,8,17,14523,"Clarke County","Lord Fairfax",0,0,"VA","Clarke County","14,783",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51045,"Craig County, Virginia",0,13.2,16.3,29.5,0.122290388548057,0.270065623422514,0.246598639455782,0.267123287671233,0.137668424135911,0.301971326164875,0.217925267833812,NA,NA,NA,0.118916797488226,0.10074318744839,0.139984532095901,0.0663265306122449,0.287671232876712,0.0738137082601054,0.0445736434108527,0.121006389776358,NA,NA,NA,21.7,1.2,9.5,6.2,0.6,61.6,22.1,11,1,67.5,19.3,NA,NA,52.5,47.5,0,0,0,0.1,98.2,0.3,99.6,2856,30433,67813,143,44,126,631,218,187,3,129,173,68,360,159,125,13.3,11.5,21.5,19.1,34.7,0,1,43.2,55.8,4202,6,1.9,5.3,26.7,9.2,7.9,0.1,5.5,7.3,2.9,15.2,6.7,5.3,0.0179640718562874,NA,NA,1,NA,0.000198,50858,3.8,75,18,27,13,15,21,8,5064,"Craig County","Alleghany",2,39.4,"VA","Craig County","4,892",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2020,51,51047,"Culpeper County, Virginia",1.8,16.3,21.9,38.2,0.15917399082212,0.26747326955543,0.222559945964201,0.267723342939481,0.234086242299795,0.28889160454601,0.270741874792489,0.20015411288769,0.214765100671141,0.293601003764115,0.0780696517412935,0.0827784584243328,0.117509920634921,0.0894610517128518,0.110929519918284,0.0801800146950771,0.0878691725652917,0.0721157668760436,0.0884928560454755,0.0753138075313808,0.0492880613362541,25.2,3.3,11.2,7.7,3,49.6,28.5,10.2,2.8,52.2,31.5,NA,NA,50.5,49.5,0.1,1.7,0.5,13.5,74.4,9.1,89.1,18959,37507,107669,1579,1798,2182,5223,2854,1242,448,975,2782,491,2192,2679,563,12.7,12.7,20.7,19.5,34.5,0.2,2.6,36,61.3,39192,6.3,7.2,8.7,20.9,11.4,5,1.8,3.9,11.1,2,8.8,10.7,2.3,0.012503795302106,0.000800463716911866,81,20,0.001563,0.00039,72111,3.8,21,19,21,15,16,11,15,51859,"Culpeper County","Rappahannock/Rapidan",16,29.9,"VA","Culpeper County","52,552",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51049,"Cumberland County, Virginia",1,19,19.8,38.8,0.106796116504854,0.180170851669687,0.256701868399675,0.235772357723577,0.158974358974359,0.0869367319071461,0.168760469011725,0.157940663176265,0,0.365591397849462,0.105076502178539,0.140747438215793,0.165457184325109,0.156511350059737,0.0560344827586207,0.135490394337715,0.222222222222222,0.0866166852767587,0.129509713228492,0,0,16.5,2.6,9.4,8.8,1.6,51.2,29,12.6,3.8,46.3,34.6,NA,NA,52.3,47.7,0,1,0.1,32.9,63.5,0.7,98.2,4747,29160,68333,558,278,345,1311,466,173,57,191,705,102,143,779,42,11.3,15.7,23.8,24,25.3,0.1,1.4,37.4,61.1,7910,10.8,5.4,6.7,25.5,9,3.4,1.1,3.7,13.7,2,2.8,15.1,0.8,0.0157491098329225,NA,3,3,0.000306,0.000306,46300,4.2,25,15,19,19,19,25,19,9809,"Cumberland County","Piedmont",2,20.1,"VA","Cumberland County","9,675",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2020,51,51051,"Dickenson County, Virginia",0.1,23,35.1,58.1,0.0690075921908894,0.13416242698323,0.0685854255970606,0.207411504424779,0.103456729590586,0.0966243419015175,0.114538703227649,0,NA,NA,0.234053167985176,0.194636678200692,0.277793737431772,0.267857142857143,0.179217746643316,0.249936628643853,0.191652937946183,0.23181587898965,0.166666666666667,1,1,11.4,1.6,12.3,15.5,7.3,46.1,18.8,15.4,6,47.7,29.3,NA,NA,49.5,50.5,0,0.1,0,0.6,97.9,0.4,99.3,7579,25485,54966,646,125,219,1181,602,80,52,241,528,76,137,193,391,10.9,10.5,19.8,26,32.9,0,1.9,61.3,36.8,11729,14.4,2.8,4.9,26.4,13.5,1.8,1.2,5.4,11.8,1.7,3.1,4.3,8.7,0.0221137277426766,0.00134022592379858,9,4,0.00062,0.000271,35047,4.8,11,16,38,21,21,29,15,14523,"Dickenson County","Cumberland Plateau",6,42.6,"VA","Dickenson County","14,124",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
2020,51,51053,"Dinwiddie County, Virginia",1,17.4,24.2,41.6,0.105611265201622,0.203188378454863,0.269010863350486,0.200418160095579,0.152592071311283,0.143478260869565,0.17137365074671,0.183031604786744,0,0.446808510638298,0.111254249418501,0.126415290329282,0.18859649122807,0.122649223221586,0.171159606332905,0.178679182031512,0.0905412240768842,0.0993197278911565,0.133796401730813,1,0.0743801652892562,17.8,3.5,11.6,10.8,1.8,47.5,28.3,9.9,4,48.5,34.1,NA,NA,51.6,48.4,0.1,0.9,0,31.8,65.3,3.1,95.3,11800,30351,80760,1332,654,742,2620,998,906,121,944,1920,386,1607,1180,127,23,10.7,22.2,15.4,28.6,0.3,3.9,37.9,58,22663,9.8,4.8,5.5,19.4,7.4,6.7,0.9,7,14.2,2.9,11.9,8.7,0.9,0.0156310491676345,0.00106465350367789,5,4,0.000175,0.000142,57257,4,32,17,16,17,18,18,16,28529,"Dinwiddie County","Crater",9,31.4,"VA","Dinwiddie County","27,947",1,"Metro - Counties in metro areas of 1 million population or more"
2020,51,51057,"Essex County, Virginia",0.6,14.6,22.8,37.4,0.0899481451934583,0.191429902189101,0.199110122358176,0.113008130081301,0.119987566055331,0.22723642172524,0.201927105152912,0.0947816826411076,NA,0.384615384615385,0.150377323762194,0.199745547073791,0.257684426229508,0.371165644171779,0.24472049689441,0.198602794411178,0.0941402497598463,0.123664616380706,0.18604102805942,NA,0.825396825396825,16.2,1.2,8.7,12.7,1.4,42.8,34.3,9.9,3.5,55.3,30.1,NA,NA,55.2,44.8,0,0.6,0,39,56.9,1.4,96.5,5876,26114,59612,321,207,201,791,298,396,17,470,686,121,796,499,61,15.6,15.4,27.1,13.3,28.6,0.3,4.6,42.5,52.6,8898,6.6,4.3,4.1,16.3,6.1,8.1,0.3,9.7,14.1,2.5,16.4,10.3,1.3,0.0193054881010199,NA,2,2,0.000183,0.000181,50785,4.1,31,15,22,18,17,23,13,10919,"Essex County","Three Rivers",3,27.4,"VA","Essex County","10,599",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
