"Year","State_fip","FIPS","County","total_asian_pacific_pop","DSW_male","DSW_female","total_DSW","BA_higher_ratio_male","BA_higher_ratio_female","BA_higher_ratio_2534","BA_higher_ratio_3544","BA_higher_ratio_4564","BA_higher_ratio_65","BA_higher_ratio_white","BA_higher_ratio_black","BA_higher_ratio_native","BA_higher_ratio_asian_pacific","below_poverty_ratio","below_poverty_ratio_male","below_poverty_ratio_female","below_poverty_ratio_2534","below_poverty_ratio_3544","below_poverty_ratio_4564","below_poverty_ratio_65","below_poverty_ratio_white","below_poverty_ratio_black","below_poverty_ratio_native","below_poverty_ratio_asian_pacific","BA_higher_ratio","male_seperated","female_divorced","female_widowed","female_seperated","female_married","female_never_married","male_divorced","male_widowed","male_married","male_never_married","female_nospouse_withchildren","male_nospouse_withchildren","total_female_pop","total_male_pop","total_pacific_pop","total_asian_pop","total_native","total_black","total_white","foreign_born","US_born","total_housing_unitsE","per_capita_income","mean_household_income","public_admin","other_services","arts_ent_rec","edu_health_social","prof_scientific","finance_insurance","information","transportation","retail_trade","wholesale_trade","manufacturing","construction","agriculture_mining","production_pe","natural_resources_pe","sales_pe","service_pe","management_pe","armed_forces_pe","unemployed_pop_pe","not_in_labor_force_pe","employed_pop_pe","veterans_pe","public_admin_pe","other_services_pe","arts_ent_rec_pe","edu_health_social_pe","prof_scientific_pe","finance_insurance_pe","information_pe","transportation_pe","retail_trade_pe","wholesale_trade_pe","manufacturing_pe","construction_pe","agriculture_mining_pe","total_death_rate","DOD_death_rate","Mental_health_providers","Primary_care_physicians","MHP_ratio","PCP_ratio","Median_household_income","Avg_mentally_unhealthy_days","Alcohol_impaired_driving_deaths","Excessive_drinking","Teen_birth_rate","Poor_fair_health","Adult_smoking","Children_in_poverty","Severe_housing_problems","Health_rank_population","Locality.Name","Health.District","Death.Count","VDH_death_rate","State","County_Name","Population_2020","RUCC_2023","Description"
2018,51,51710,"Norfolk city, Virginia",3.8,14.2,25,39.2,0.160990856866704,0.289591512493599,0.301393875395987,0.315983651029045,0.260509578841232,0.241707806232644,0.373651452282158,0.155188413482252,0.267669172932331,0.43128795142218,0.197073627212269,0.292922245643203,0.361775683778988,0.266313137011546,0.231668581469217,0.257872175846843,0.211150895140665,0.125445327486983,0.282362117715883,0.112419700214133,0.136138613861386,28,3.1,13.2,7.6,4.2,34.7,40.2,9,2.1,35.4,50.4,10.3,2.2,47.4,52.6,0.1,3.7,0.4,41.6,47,7.4,90.6,97257,28508,69410,9450,4758,13355,24391,11600,5948,1768,4954,12189,1662,6902,7819,135,12,11.1,21.8,21.4,33.6,12.4,4.6,30.9,52.1,16.2,9,4.5,12.7,23.2,11.1,5.7,1.7,4.7,11.6,1.6,6.6,7.5,0.1,0.0127903941529627,0.000737405377186113,417,246,0.001701,0.000998,45809,3.8,38,21,37,17,20,31,24,245115,"Norfolk City","Norfolk City",46,18.8,"VA","Norfolk city","238,005",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51720,"Norton city, Virginia",3.4,24.6,43.9,68.5,0.0920758928571429,0.192733990147783,0.222039473684211,0.133595284872299,0.196078431372549,0.108853410740203,0.163524432474028,0,0,0.697368421052632,0.293519695044473,0.338396111786148,0.286535697172976,0.416370106761566,0.177685950413223,0.219791666666667,0.232558139534884,0.273802816901408,0.485875706214689,1,0.171641791044776,16.9,2,28.3,7.5,8.1,39,17.2,20,2.6,47.4,28.1,10.2,4.5,57.5,42.5,0,3.4,0.1,4.6,90.2,2.8,96.3,2040,20917,44829,104,104,111,383,212,0,19,20,319,0,141,33,93,12,9.9,30.3,18.1,29.7,0,7.9,42.6,49.5,8,6.8,6.8,7.2,24.9,13.8,0,1.2,1.3,20.7,0,9.2,2.1,6,0.0243988684582744,NA,13,11,0.003367,0.002793,30587,4.2,0,16,47,19,20,34,13,3864,"Norton City","Lenowisco",2,50.4,"VA","Norton city","3,687",7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
2018,51,51730,"Petersburg city, Virginia",1.1,20.1,31.1,51.2,0.110709166609788,0.190561286654212,0.201128577186618,0.219330855018587,0.160018552875696,0.169257340241796,0.331558567279768,0.143035047144636,0,0.524647887323944,0.257620925088951,0.627659574468085,0.686765149231233,0.591208791208791,0.555833333333333,0.639815120501816,0.469238790406674,0.213553530751708,0.267459138187221,0.860759493670886,0.316109422492401,18,4.1,13,13.2,4.9,24.4,44.6,13.4,2.6,29.6,50.3,11.5,2.1,55.4,44.6,0.1,1,0.2,77.2,17.3,3.8,94.8,16377,22356,50193,562,659,1486,3462,1144,534,123,869,1989,246,1789,518,6,24,5.4,22.2,23.8,24.7,1.8,6.6,39.3,52.3,11.1,4.2,4.9,11.1,25.9,8.5,4,0.9,6.5,14.9,1.8,13.4,3.9,0,0.0253199521222724,0.00124297946782064,97,22,0.00304,0.000678,34238,4,33,12,87,26,22,37,21,31882,"Petersburg City","Crater",9,28.5,"VA","Petersburg city","33,458",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51735,"Poquoson city, Virginia",2,11.6,21,32.6,0.302937158469945,0.420545746388443,0.463009143807149,0.421885753613214,0.452101801544181,0.377865961199295,0.434,0.254545454545455,0,0.529411764705882,0.0447300342151381,0.0335235378031384,0.0607966457023061,0.0453720508166969,0.0431034482758621,0.0513739545997611,0,0.045446507515473,0,0,0.0720338983050847,42.8,0,9.2,10.7,1.1,59.7,19.4,9.3,2.3,58.7,29.8,6.1,1,51.2,48.8,0,2,0.2,1.2,94.3,4.1,94.4,4785,40277,103661,564,259,400,1187,986,167,65,156,441,214,671,539,41,10.3,8.4,17.1,14,50.3,2.2,3.2,37,57.6,14.5,9.9,4.6,7,20.9,17.3,2.9,1.1,2.7,7.8,3.8,11.8,9.5,0.7,0.0155391985044982,NA,6,7,0.000499,0.00058,90119,3.2,50,19,11,11,13,7,11,12017,"Poquoson City","Peninsula",0,0,"VA","Poquoson city","12,460",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51740,"Portsmouth city, Virginia",1.4,19.1,29.9,49,0.123129859099719,0.231675701154843,0.21955767005272,0.250793075319496,0.195791634590711,0.20349738065373,0.252047574959049,0.170582003988036,0.131147540983607,0.434135166093929,0.171539343635669,0.266923451542923,0.372689463955638,0.276071340104038,0.252527179095937,0.250370004933399,0.193783068783069,0.104202459843465,0.227337270800321,0.0256410256410256,0.0766847405112316,21.3,3.5,14.3,11,4.6,35.5,34.6,12.2,3.4,39.2,41.7,10.4,2.1,52.6,47.4,0.1,1.3,0.5,52.7,40.2,3.2,95.4,40895,25179,61052,3644,2054,3412,9824,4084,1781,588,2051,4989,967,4714,3110,170,15.1,12.5,22.8,20,29.7,4.4,5.6,34.9,55.1,16.1,8.8,5,8.2,23.7,9.9,4.3,1.4,5,12.1,2.3,11.4,7.5,0.4,0.0161476535197204,0.000998502246630055,202,51,0.002119,0.00053,46617,3.9,29,16,51,21,21,30,22,95252,"Portsmouth City","Portsmouth",27,28.5,"VA","Portsmouth city","97,915",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51750,"Radford city, Virginia",1.6,14.2,16.9,31.1,0.167477744807122,0.414039408866995,0.465805061927841,0.475444839857651,0.365954733822123,0.273271276595745,0.389952817096864,0.507399577167019,NA,0.161904761904762,0.359252644594038,0.362834504410226,0.400028542885686,0.26363125351321,0.12396694214876,0.151355156634988,0,0.352108364582536,0.312008978675645,NA,0.97841726618705,39.1,1.4,8.4,6.4,2.1,20.8,62.3,9.3,3.5,22.9,62.8,4.5,0.6,53.3,46.7,0.1,1.5,0,9.8,84.5,2.5,96.6,6525,20760,56298,194,173,1706,2550,355,299,47,198,1304,30,687,250,29,13.3,3.4,23.9,24.8,34.6,0.2,3.1,48,48.8,4.9,2.5,2.2,21.8,32.6,4.5,3.8,0.6,2.5,16.7,0.4,8.8,3.2,0.4,0.0148290695041884,NA,21,11,0.0012,0.000632,35655,4.6,0,18,9,24,23,19,26,17483,"Radford City","New River",3,16.4,"VA","Radford city","16,070",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2018,51,51760,"Richmond city, Virginia",2.1,16.1,24.7,40.8,0.260388620059875,0.387588107607132,0.481455637317094,0.398034682080925,0.337382371686724,0.299881427185513,0.602591141910214,0.147894512973203,0.178021978021978,0.644357976653697,0.245361182657978,0.347141081417029,0.423131250353127,0.259260406342914,0.284942038560875,0.329166943687255,0.233842794759825,0.144258773469936,0.33207521540014,0.686946902654867,0.272332337768124,38.5,2.4,13,8.2,3.5,25.3,50,10.8,2.9,28.5,55.4,8.8,1.6,53.2,46.8,0,2.1,0.4,47.8,45.4,6.7,92,100119,31635,71732,6340,5843,12758,29696,16069,9059,2130,4799,12208,1906,5843,5779,224,10.5,6.6,20.5,20.6,41.9,0.3,5,34.6,60.1,6.5,5.6,5.2,11.3,26.4,14.3,8,1.9,4.3,10.8,1.7,5.2,5.1,0.2,0.0109233011816518,0.000800173681109078,625,229,0.002801,0.00104,42336,4,33,19,33,20,21,39,24,223170,"Richmond City","Richmond City",72,31.5,"VA","Richmond city","226,610",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51770,"Roanoke city, Virginia",3.1,20.7,31.2,51.9,0.15876504447933,0.244616293432146,0.276174934725849,0.289296875,0.215529141104294,0.198671306548561,0.291857118672761,0.0842901302715831,0.100719424460432,0.449016918152721,0.205191721088296,0.257659674758426,0.298649470095409,0.26109169131487,0.231278261828609,0.218900020872469,0.17500364590929,0.15187134215315,0.327078799985731,0.118279569892473,0.0387346675274371,23.8,2.3,16.9,10.9,3.4,36.3,32.5,14.1,4.3,39.4,39.8,9.1,2.9,52.8,47.2,0,3.1,0.2,28.7,62.5,7.6,91.3,47056,26119,59205,1920,2399,5772,11186,4281,3599,849,2440,5685,1414,5289,2428,188,17.2,7.8,22.7,19.7,32.5,0.1,4.4,35.9,59.6,8.3,4,5.1,12.2,23.6,9,7.6,1.8,5.1,12,3,11.1,5.1,0.4,0.0178229151766557,0.00157345158060363,229,90,0.002299,0.000901,38238,4,50,15,56,20,19,31,19,99660,"Roanoke City","Roanoke City",48,48,"VA","Roanoke city","100,011",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2018,51,51775,"Salem city, Virginia",1.9,16.6,29.3,45.9,0.196521593009578,0.289476584022039,0.269137512989262,0.380292532717475,0.316923973201282,0.216656098076517,0.300835113614294,0.142717497556207,0,0.447712418300654,0.0910473707083877,0.0880661757288409,0.110568222946073,0.0906321401370906,0.0989339019189766,0.0859801090792429,0.0408905043162199,0.0692512577685706,0.295865633074935,1,0.332552693208431,29.1,1.7,15.6,11.7,2,40.9,29.7,12.7,2.2,48.6,34.9,7.3,2.1,53.8,46.2,0.1,1.8,0.1,7,87.3,2.6,96.8,10852,31274,75752,726,460,884,3768,929,948,145,746,1324,515,1144,581,58,13.3,6.7,21.8,19,39.3,0.2,3.2,38.9,57.8,9.7,5.9,3.8,7.2,30.8,7.6,7.8,1.2,6.1,10.8,4.2,9.4,4.8,0.5,0.0199583477959042,0.000983454818928613,178,34,0.006944,0.001337,57897,3.6,0,18,20,14,15,12,19,25549,"Salem City","Alleghany",6,23.4,"VA","Salem city","25,346",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2018,51,51790,"Staunton city, Virginia",1.4,17.4,30.4,47.8,0.238881943204144,0.345245559038662,0.460702081391737,0.315824915824916,0.330799683293745,0.289629337539432,0.352867584117996,0.237861429350791,0,0.558823529411765,0.136782056268637,0.127828546562228,0.184447122068774,0.139824304538799,0.145950280673617,0.123834886817577,0.117168429617575,0.141076718765962,0.137382796575622,0.433333333333333,0.065625,34,1.9,13.7,14.1,2.6,40,29.6,13.1,2.4,52.8,29.8,6.6,2.2,55.9,44.1,0,1.4,0.3,11.7,83.4,3.9,94.8,11814,28836,66313,661,529,1110,3564,917,535,219,610,1491,368,1081,656,34,14,6.3,22.2,20.4,37.1,0.1,1.9,40,58,8.4,5.6,4.5,9.4,30.3,7.8,4.5,1.9,5.2,12.7,3.1,9.2,5.6,0.3,0.0213305407044039,0.000826765143581547,136,14,0.005587,0.000573,46237,3.8,0,16,30,17,17,21,21,24363,"Staunton City","Central Shenandoah",3,12,"VA","Staunton city","25,750",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2018,51,51800,"Suffolk city, Virginia",1.9,14,22,36,0.175490309852617,0.293942247332078,0.304054609754092,0.314012184508268,0.280306147642169,0.22930612244898,0.323189545647045,0.215508266355724,0.192857142857143,0.439728353140917,0.107822817210877,0.1513119190493,0.208714243585963,0.178537640221652,0.125966850828729,0.154917142080956,0.11205159209996,0.0590482427417594,0.170487145159968,0,0.0909090909090909,28.1,2.8,10.3,8.7,3,49.6,28.4,8.4,2.8,56.1,30,8.5,1.6,52.6,47.4,0,1.9,0.2,41.6,51.7,3.5,94.4,36213,32894,86685,4022,1979,3045,10187,4503,1886,580,2430,4410,815,5312,2431,344,14.2,8.9,20,17.4,39.5,2.6,4,33.1,60.3,16.6,9.6,4.7,7.3,24.3,10.7,4.5,1.4,5.8,10.5,1.9,12.7,5.8,0.8,0.0124513492999144,0.000436039469646808,59,86,0.000661,0.000976,65025,3.4,20,17,23,16,16,17,16,89273,"Suffolk City","Western Tidewater",8,8.8,"VA","Suffolk city","94,324",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51810,"Virginia Beach city, Virginia",6.7,13.4,23.6,37,0.226947149603453,0.359289634644127,0.310356341489475,0.395787158737522,0.365411053065713,0.335304195921658,0.376758242792852,0.25351143932812,0.315315315315315,0.406308307418925,0.0762803179238814,0.095365937524797,0.120706140100931,0.120476680655634,0.0815117934119561,0.0695662782895138,0.056704469646431,0.0570738614985737,0.127697430903692,0.148660328435609,0.0585499682157315,35.2,2.1,13.1,7.6,2.9,49.2,27.1,8.9,2.4,52.2,34.4,7.2,2.7,51.4,48.6,0.1,6.6,0.3,19,66.7,9.3,88,183906,36268,93675,21313,9697,24018,48853,27055,17124,4171,8770,26600,4847,12733,14219,727,9.1,9.4,24.4,16.8,40.4,6.3,3.1,29.5,61.1,17.5,9.7,4.4,10.9,22.2,12.3,7.8,1.9,4,12.1,2.2,5.8,6.5,0.3,0.00990143862078784,0.000588909094439016,653,340,0.001443,0.000751,70596,3.4,36,22,19,13,15,12,17,452602,"Virginia Beach City","Virginia Beach",55,12.2,"VA","Virginia Beach city","459,470",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51820,"Waynesboro city, Virginia",1.1,18.8,30.7,49.5,0.156472795497186,0.260516605166052,0.274386197743862,0.273255813953488,0.240912462908012,0.226490396607633,0.260568369676454,0.143069306930693,0,0.661538461538462,0.174085887301807,0.169279684245149,0.224399111290648,0.13715146948003,0.185739436619718,0.176506891586093,0.0704679935449166,0.132927938167765,0.344568062827225,0,0.326612903225806,25,2.9,14.4,11.2,5.1,40.9,28.3,11.1,4.8,47.6,33.7,9.1,2.2,53.6,46.4,0.2,0.9,0.4,14.1,81.3,4.2,94.5,10013,25421,58718,445,574,960,2404,936,333,315,344,1860,184,1396,516,26,18.6,9.5,24.7,18,29.3,0.1,2.8,37.5,59.6,8.8,4.3,5.6,9.3,23.4,9.1,3.2,3.1,3.3,18.1,1.8,13.6,5,0.3,0.0181514976589058,0.00109037265088833,28,23,0.001279,0.001071,41255,3.8,13,17,51,17,17,24,17,21887,"Waynesboro City","Central Shenandoah",4,17.7,"VA","Waynesboro city","22,196",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2018,51,51830,"Williamsburg city, Virginia",6.5,13.3,15.4,28.7,0.297458005054259,0.534842767295597,0.588201928530913,0.457647058823529,0.524040404040404,0.639635535307517,0.65472027972028,0.217662801070473,0,0.855172413793103,0.223593053051153,0.250060226451457,0.277766069546891,0.215909090909091,0.283727399165508,0.0986945169712794,0.0456171735241503,0.194283602316127,0.3,0.857142857142857,0.448780487804878,56.7,1.4,8.1,5.8,1.5,21.9,62.6,8.2,3.7,28.8,58,6.6,1.2,56,44,0,6.5,0.5,14,74.5,7.4,90.4,5194,29203,88075,320,214,981,2210,486,385,83,194,726,37,212,175,4,5.4,2.5,24.2,19.4,48.4,0.7,3.6,50.8,44.9,8,5.3,3.6,16.3,36.7,8.1,6.4,1.4,3.2,12,0.6,3.5,2.9,0.1,0.00783817951959545,NA,7,1,0.00046,6.6e-05,49231,3.8,NA,19,5,18,16,23,18,15214,"Williamsburg City","Peninsula",0,0,"VA","Williamsburg city","15,425",1,"Metro - Counties in metro areas of 1 million population or more"
2018,51,51840,"Winchester city, Virginia",1.9,17.5,28.3,45.8,0.229057688057172,0.325301204819277,0.394038829641783,0.317348808796579,0.343758765778401,0.301773784842202,0.356185667119829,0.123723723723724,0.441176470588235,0.649779735682819,0.149710226210507,0.143108721846325,0.210796915167095,0.131669266770671,0.169291338582677,0.137099438387843,0.0938104448742747,0.145562294550674,0.133048875096974,0,0.0923379174852652,33.9,1.6,15.1,9.9,3.3,40.1,31.6,11.5,4.4,41.2,41.3,7.6,3.4,51.9,48.1,0.1,1.8,0.3,10,80.4,12.4,85.9,11896,29727,75613,883,746,1776,3197,1611,668,277,503,1668,296,910,912,271,11.9,8.5,21.1,21.2,37.3,0.1,2.4,35.7,61.8,8.9,6.4,5.4,12.9,23.3,11.7,4.9,2,3.7,12.2,2.2,6.6,6.6,2,0.0134332352154134,0.000856301846400856,129,78,0.004695,0.002857,46093,3.8,0,17,33,18,18,22,22,27516,"Winchester City","Lord Fairfax",4,14.2,"VA","Winchester city","28,120",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2019,51,51001,"Accomack County, Virginia",0.8,15.7,27.3,43,0.121877745701017,0.211855545725086,0.203516863649467,0.175500588928151,0.188327185940551,0.207165948275862,0.247203712517849,0.0481530343007916,0.4,0.131067961165049,0.189976798143852,0.236015579680119,0.256085232133136,0.244019138755981,0.292376317923763,0.149017870329346,0.0998654104979812,0.148535944157375,0.288163176738635,0.04,0.0264150943396226,19.5,2.9,9.9,12.7,4.7,49.2,23.5,8.2,4.6,52,32.4,5.8,1.1,52.5,47.5,0,0.8,0.5,28.6,68.2,7.7,91.2,21273,26018,63100,834,447,1013,2641,1188,356,75,585,1472,331,2686,1092,961,22.5,15.4,17.3,16.5,28.3,0.7,2.1,45.7,51.5,25581,6.1,3.3,7.4,19.3,8.7,2.6,0.5,4.3,10.8,2.4,19.6,8,7,0.0185955676318247,0.000806657043389658,31,16,0.000952,0.000486,44038,3.8,37,15,34,20,16,28,14,32545,"Accomack County","Eastern Shore",5,15.5,"VA","Accomack County","33,413",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
2019,51,51003,"Albemarle County, Virginia",5.2,11.9,22.1,34,0.368670054319257,0.54997286190587,0.569004116415108,0.566169955698752,0.568319004938723,0.505274043433299,0.583818791291047,0.191933240611961,0.194285714285714,0.701362713830096,0.0911529219387196,0.100039202234527,0.11248471372985,0.137346957562368,0.102876645538762,0.0732725568714322,0.0476285571642536,0.0790055514166927,0.173991507430998,0.211764705882353,0.130296127562642,55.1,1.7,10.8,8.9,2.4,47,30.8,7,3.2,53.4,34.7,4.2,1.1,52.9,47.1,0,5.2,0.3,9.5,81.8,10.4,87.9,45520,44799,113758,2399,2900,5300,19039,6840,3164,670,1329,4704,622,2240,2992,766,5.3,6,18.4,15.6,54.7,0.4,1.6,37.9,60.2,85367,4.5,5.5,10,35.9,12.9,6,1.3,2.5,8.9,1.2,4.2,5.6,1.4,0.0112865014507413,0.000559001251098038,127,164,0.001179,0.001534,77591,3.3,44,19,6,13,12,9,14,107702,"Albemarle County","Blue Ridge",10,9.1,"VA","Albemarle County","112,395",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2019,51,51005,"Alleghany County, Virginia",0.1,17.2,29.4,46.6,0.0999049816750373,0.160919540229885,0.12246192893401,0.200655737704918,0.131194690265487,0.165234266703632,0.150513112884835,0.159010600706714,NA,0.5625,0.197235333782873,0.193682104059463,0.217481645657293,0.245934959349594,0.259309410968179,0.175607519486474,0.0851505711318795,0.178550640279395,0.420927467300832,NA,0,15,1.9,13,15.1,1.3,49.2,21.3,10.5,4.8,56,26.8,4.4,0.5,52.3,47.7,0,0.1,0,5.8,92.4,1.3,98.5,8027,27338,62034,195,306,403,1395,308,272,51,346,612,56,1311,473,137,23.7,11.7,19.6,17.1,27.9,0.3,2.1,51.5,46.1,12250,3.3,5.2,6.9,23.8,5.3,4.6,0.9,5.9,10.4,1,22.4,8.1,2.3,0.018912315627545,NA,5,8,0.000331,0.000513,49655,3.8,28,15,29,16,16,21,13,15122,"Alleghany County","Alleghany",1,6.7,"VA","Alleghany County","15,223",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2019,51,51007,"Amelia County, Virginia",0,18,26.4,44.4,0.0963525835866261,0.209180327868852,0.115172413793103,0.274205469327421,0.195396547410558,0.109544905356424,0.174875798438609,0.137393767705382,NA,NA,0.106912370733224,0.130076735916152,0.136986301369863,0.105921601334445,0.108576642335766,0.100818330605565,0.17998385794996,0.0831451447341408,0.206581352833638,0,NA,17.1,3.7,8.9,16.2,1.3,52.4,21.2,11.6,2.7,56.4,25.6,2.7,1.6,51.1,48.9,0,0,0.2,21.2,75.8,1.2,98.3,5591,31688,79721,504,366,437,1235,630,211,101,400,820,76,524,877,181,12.5,21,21,16.8,28.7,0,2.2,36.9,61,10177,7.9,5.8,6.9,19.4,9.9,3.3,1.6,6.3,12.9,1.2,8.2,13.8,2.8,0.0183042289080581,0.00136755733221124,7,2,0.000538,0.000155,54979,3.5,45,17,19,15,16,14,15,13020,"Amelia County","Piedmont",7,53.3,"VA","Amelia County","13,265",1,"Metro - Counties in metro areas of 1 million population or more"
2019,51,51009,"Amherst County, Virginia",0.6,16.8,27.6,44.4,0.110922171353826,0.221430965147453,0.263974246414984,0.193428571428571,0.170692257925383,0.180189834660135,0.206593161822029,0.112023898431665,0,0.620689655172414,0.139607665999871,0.181471875506565,0.161472430593148,0.127949852507375,0.164713990351482,0.115825994128636,0.0817465528562049,0.118713967091697,0.201762272972487,0.117924528301887,0.228571428571429,19.1,2.8,12.8,11.7,3.1,48.2,24.2,10.2,3.8,51,32.2,3.4,1.4,52.4,47.6,0.1,0.5,0.7,18,76.7,1.8,97.2,14190,26712,66613,533,786,1116,3527,1294,908,226,618,1574,240,2316,1217,130,18.9,10.2,21.9,19.9,29.1,0,3.4,41.5,55.1,25532,3.7,5.4,7.7,24.3,8.9,6.3,1.6,4.3,10.9,1.7,16,8.4,0.9,0.0165509410891305,0.000786060526660553,5,8,0.000158,0.000253,48980,3.7,19,16,23,16,17,18,12,31594,"Amherst County","Central Virginia",7,22.1,"VA","Amherst County","31,307",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2019,51,51011,"Appomattox County, Virginia",0.1,14.2,21.7,35.9,0.125411238320832,0.235314384151593,0.31830985915493,0.217816091954023,0.210597826086957,0.139805215205781,0.22802136657022,0.122860020140987,0,0.5,0.131976446492576,0.134706067274442,0.177886034839091,0.169881767268202,0.146389069616135,0.12010078387458,0.0554821664464993,0.0912522566880026,0.269119070667957,0,0.583333333333333,20.9,3.7,11,9.2,1.5,55.1,23.2,8.3,2.2,61.3,24.4,5.5,0.8,51.7,48.3,0,0.1,0,19.8,78.1,1.2,98.6,7314,28586,71750,552,405,397,1801,533,419,78,368,869,53,1025,498,232,12.6,11.1,24,19.8,32.5,0.1,1.9,41.2,56.8,12346,7.6,5.6,5.5,24.9,7.4,5.8,1.1,5.1,12,0.7,14.2,6.9,3.2,0.0156511034907236,NA,2,2,0.000128,0.000129,50148,3.8,33,16,29,16,17,18,13,15681,"Appomattox County","Central Virginia",1,6.3,"VA","Appomattox County","16,119",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2019,51,51013,"Arlington County, Virginia",10.4,8.4,15.2,23.6,0.556980776640836,0.750811781774636,0.840603618935158,0.774886496303022,0.711891262432469,0.600286123032904,0.81671600677569,0.471684772128302,0.458333333333333,0.772594594594595,0.0678501174621234,0.0757537340955191,0.104800055572279,0.0887827831983946,0.0574139889348917,0.0643136473460034,0.107327964277171,0.0453457293680568,0.131372644495301,0.138888888888889,0.122853698083399,75.3,1.2,9.1,4.9,1.2,42.9,41.9,5.8,1.4,46.1,45.5,2.8,0.8,50.2,49.8,0.1,10.3,0.4,9.1,71.5,23.2,74,114779,71841,154331,25515,10389,10380,21833,44063,10211,4870,3054,6007,1017,3124,6176,261,3,4.1,12.9,9.8,70.1,1.8,2.1,21.1,75.1,188439,17.4,7.1,7.1,14.9,30,7,3.3,2.1,4.1,0.7,2.1,4.2,0.2,0.00492975529130894,0.000195124190808503,351,178,0.001495,0.000774,114705,3.1,24,26,11,12,12,7,15,234965,"Arlington County","Arlington",17,7.2,"VA","Arlington County","238,643",1,"Metro - Counties in metro areas of 1 million population or more"
2019,51,51015,"Augusta County, Virginia",0.7,16.1,23.9,40,0.152559646692973,0.245008609004653,0.196934509986066,0.273237539290525,0.226767472210972,0.218440916189485,0.234460302604898,0.053072625698324,0.0583941605839416,0.552699228791774,0.086586692665282,0.0665170311504747,0.113309145358212,0.104483808469416,0.0833333333333333,0.0726028745816105,0.0706401766004415,0.0838900709747497,0.161784287616511,0,0.0790441176470588,22.7,2,10.2,11.2,2.5,56.4,19.8,10.5,3.6,55.9,28,2.5,1.5,49.1,50.9,0.1,0.6,0.3,4.3,92.6,2.6,96.6,32541,30272,76323,1377,1998,2399,9071,2674,1066,489,1937,4587,1117,4853,2735,837,18.2,10.1,21.5,16.7,33.5,0.2,2,41.6,56.2,60599,3.9,5.7,6.8,25.8,7.6,3,1.4,5.5,13.1,3.2,13.8,7.8,2.4,0.0134007540157593,0.000571765504672396,44,35,0.000585,0.000467,58368,3.3,32,18,19,13,16,12,10,75144,"Augusta County","Central Shenandoah",9,11.9,"VA","Augusta County","77,487",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2019,51,51017,"Bath County, Virginia",0.3,17,19.1,36.1,0.0954111767378464,0.19016393442623,0.19,0.319783197831978,0.0745814307458143,0.195854922279793,0.165472534971,0,0,1,0.108721342472229,0.151058823529412,0.0738183749336166,0.197452229299363,0.294117647058824,0.0810810810810811,0.0793650793650794,0.0827300930713547,0.548387096774194,0,0,15.9,2.6,9.5,9.6,0,50,30.9,9.4,5,53.1,29.9,0,2.8,51,49,0,0.3,0.1,3,91.3,2.1,97.9,3379,27527,61939,55,0,543,464,72,122,21,17,227,37,201,122,74,15.8,12.1,21.7,29.3,21.2,0,4.7,41.4,53.9,3583,2.8,0,27.8,23.7,3.7,6.2,1.1,0.9,11.6,1.9,10.3,6.2,3.8,0.0214855739717618,NA,1,3,0.000233,0.00067,48753,3.8,25,15,26,16,16,14,10,4297,"Bath County","Central Shenandoah",0,0,"VA","Bath County","4,209",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
