"Year","State_fip","FIPS","County","total_asian_pacific_pop","DSW_male","DSW_female","total_DSW","BA_higher_ratio_male","BA_higher_ratio_female","BA_higher_ratio_2534","BA_higher_ratio_3544","BA_higher_ratio_4564","BA_higher_ratio_65","BA_higher_ratio_white","BA_higher_ratio_black","BA_higher_ratio_native","BA_higher_ratio_asian_pacific","below_poverty_ratio","below_poverty_ratio_male","below_poverty_ratio_female","below_poverty_ratio_2534","below_poverty_ratio_3544","below_poverty_ratio_4564","below_poverty_ratio_65","below_poverty_ratio_white","below_poverty_ratio_black","below_poverty_ratio_native","below_poverty_ratio_asian_pacific","BA_higher_ratio","male_seperated","female_divorced","female_widowed","female_seperated","female_married","female_never_married","male_divorced","male_widowed","male_married","male_never_married","female_nospouse_withchildren","male_nospouse_withchildren","total_female_pop","total_male_pop","total_pacific_pop","total_asian_pop","total_native","total_black","total_white","foreign_born","US_born","total_housing_unitsE","per_capita_income","mean_household_income","public_admin","other_services","arts_ent_rec","edu_health_social","prof_scientific","finance_insurance","information","transportation","retail_trade","wholesale_trade","manufacturing","construction","agriculture_mining","production_pe","natural_resources_pe","sales_pe","service_pe","management_pe","armed_forces_pe","unemployed_pop_pe","not_in_labor_force_pe","employed_pop_pe","veterans_pe","public_admin_pe","other_services_pe","arts_ent_rec_pe","edu_health_social_pe","prof_scientific_pe","finance_insurance_pe","information_pe","transportation_pe","retail_trade_pe","wholesale_trade_pe","manufacturing_pe","construction_pe","agriculture_mining_pe","drive_alone","carpool","public_transportation","walk","total_death_rate","DOD_death_rate","Mental_health_providers","Primary_care_physicians","MHP_ratio","PCP_ratio","Median_household_income","Avg_mentally_unhealthy_days","Alcohol_impaired_driving_deaths","Excessive_drinking","Teen_birth_rate","Poor_fair_health","Adult_smoking","Children_in_poverty","Severe_housing_problems","Health_rank_population","State","County_Name","Population_2020","RUCC_2023","Description"
2016,51,51137,"Orange County, Virginia",0.9,17.3,23.9,41.2,0.181881940385739,0.255914485577301,0.175790285273709,0.248668280871671,0.265179677819083,0.305097122827516,0.268451519536903,0.190940547341931,0,0.558823529411765,0.0918274721091623,0.0809439943642127,0.132687813021703,0.139379184418746,0.0744617224880383,0.0841349080725679,0.0311791383219955,0.0788989527313897,0.178891309610264,0,0,25.9,2.2,10.9,10.3,2.7,51.3,24.8,12.3,2.8,55.4,27.4,6.6,4.8,55.4,44.6,0.9,0,1,0,0,4.8,93.7,14845,30361,76219,1343,769,1102,3931,1444,738,171,661,1838,396,1317,1850,227,12.2,13.8,21.6,18.2,34.1,0.2,4.7,39,56.2,11.5,8.5,4.9,7,24.9,9.1,4.7,1.1,4.2,11.6,2.5,8.3,11.7,1.4,78.7,12.8,1.3,1,1608.00851298625,94.5887360580144,15,21,NA,NA,59282,3.2,30,16,32,14,17,16,14,35026,"VA","Orange County","36,254",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2016,51,51139,"Page County, Virginia",0.4,18.9,27.5,46.4,0.0799243726366449,0.145823876532002,0.144108280254777,0.106891701828411,0.150822928490352,0.101972303818716,0.131146547019948,0.0367231638418079,0.266666666666667,0.206185567010309,0.160357294768184,0.154004290311048,0.176495947577168,0.146601146601147,0.172740524781341,0.154599970747404,0.0961038961038961,0.15817433263978,0.302670623145401,0,0.206106870229008,12.9,3.1,11.6,12.1,3.8,52.4,20.1,11.7,4.1,51.6,29.6,5.3,4.1,53.3,46.7,0.4,0,0.6,0,0,1.9,97.3,11647,22683,55783,711,463,1116,1892,864,612,83,380,1316,185,1553,847,521,14.7,13.9,24.3,21.4,25.7,0.1,5.1,41.1,53.8,9,6.7,4.4,10.6,17.9,8.2,5.8,0.8,3.6,12.5,1.8,14.7,8,4.9,76.5,15.6,0.5,2.3,1633.93012341387,110.087490584623,6,11,NA,NA,44851,3.5,21,15,39,16,19,24,14,23848,"VA","Page County","23,709",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2016,51,51141,"Patrick County, Virginia",0.9,22,30.7,52.7,0.0941228950596632,0.14322178105502,0.209066305818674,0.109722222222222,0.154402682195165,0.100069332100763,0.140326009922041,0.00715307582260372,0,0.948717948717949,0.221998433478796,0.23021582733813,0.23953216374269,0.255797101449275,0.246907471548738,0.165215745647237,0.0895277207392197,0.216135881104034,0.227318045862413,1,0.244897959183673,13.6,3.2,13.3,13.8,3.6,54.4,15,14.6,4.2,57.9,20.1,5.3,1.4,55.6,44.4,0.9,0,0.3,0,0,1.9,97.7,10091,20526,46324,162,557,600,1324,622,255,33,330,904,220,1711,518,131,25.9,14.7,16.9,15.9,26.7,0,4,47.9,48.1,10.5,2.2,7.6,8.1,18,8.4,3.5,0.4,4.5,12.3,3,23.2,7,1.8,86.7,8.3,0.5,1.8,1795.30571701862,88.2937237878008,3,3,NA,NA,34885,3.6,4,14,31,18,20,32,9,18264,"VA","Patrick County","17,608",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2016,51,51143,"Pittsylvania County, Virginia",1.8,15.7,25.7,41.4,0.0876186128411648,0.16882393279616,0.188342263354441,0.173960913845307,0.146805896805897,0.107998704663212,0.164430405424986,0.0761374187558032,0.314285714285714,0.431034482758621,0.150750985566742,0.157528795811518,0.216098194264133,0.259484682491378,0.163294284700035,0.146586997467039,0.0717534108135422,0.134176667747865,0.183104125736739,0.171428571428571,0.0467625899280576,14.6,2,11.3,11,3.4,53.2,21.1,10.5,3.2,56.7,27.7,6.6,1.5,54.9,45.1,1.7,0.1,0.4,0,0,2.2,97.3,31334,22650,53879,1222,1607,1683,6396,1827,899,323,1433,3541,660,5294,2147,607,20.6,12.6,22.8,17.7,26.3,0,3.8,42.3,53.9,9.7,4.4,5.8,6.1,23.1,6.6,3.3,1.2,5.2,12.8,2.4,19.2,7.8,2.2,85.3,9.2,0.2,1,1523.56101983504,75.1829821108728,4,3,NA,NA,44207,3.5,34,14,30,17,19,20,13,62383,"VA","Pittsylvania County","60,501",4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
2016,51,51145,"Powhatan County, Virginia",0.2,13.5,21.1,34.6,0.181866035004606,0.318205529473135,0.276449275362319,0.270732329675938,0.315551244746201,0.238973897389739,0.309731984684839,0.120352625527022,0.111111111111111,0.507936507936508,0.0557481787369979,0.0453303739115588,0.0753768844221105,0.100856327307326,0.0761535979348177,0.0461963344212905,0.0551621319418561,0.0523240938166311,0.105705705705706,0,0,28.5,1.9,12.5,6.8,1.8,60.3,18.6,8.9,2.7,54.9,31.5,4.1,1.8,51.1,48.9,0.2,0,0.2,0,0,2.2,97,10416,32770,91676,1039,666,896,2766,1709,1044,223,700,1482,318,800,1486,156,8.1,13.3,21.7,16.6,40.2,0.1,2.7,41.1,56.2,10.2,7.8,5,6.7,20.8,12.9,7.9,1.7,5.3,11.2,2.4,6,11.2,1.2,82.2,7.7,0.2,0.6,847.78235463167,NA,10,17,NA,NA,75539,2.8,28,18,13,11,15,9,11,28449,"VA","Powhatan County","30,333",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51147,"Prince Edward County, Virginia",0.9,13.2,19.5,32.7,0.118713146028443,0.244265713434614,0.292647058823529,0.244967880085653,0.226407690798509,0.196224256292906,0.326141811758769,0.0636264929424539,0.785714285714286,0.372413793103448,0.18045395869191,0.213032174195645,0.296274822438034,0.196868008948546,0.222916666666667,0.128235644153526,0.123839009287926,0.133875145128159,0.253396253396253,0,0.319727891156463,23.2,2.2,7.3,10.4,1.8,36.5,43.9,8,3,34.5,52.3,6.9,2.6,57,43,0.8,0.1,1.3,0.1,0,3.5,95.5,9288,18789,55783,766,393,1257,2907,376,424,119,354,1057,111,452,734,233,9.7,10.2,24,26.9,29.2,0,3.3,50.5,46.2,8.1,8.3,4.3,13.7,31.7,4.1,4.6,1.3,3.9,11.5,1.2,4.9,8,2.5,73.6,7.3,0.2,8.9,1590.51691799835,90.0292595093405,44,12,NA,NA,37543,3.7,37,16,16,20,21,30,19,23074,"VA","Prince Edward County","21,849",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2016,51,51149,"Prince George County, Virginia",2.5,14.4,22.5,36.9,0.133834586466165,0.259881077299755,0.219001886468873,0.229369146492313,0.229860690490612,0.191879502292076,0.225381414701803,0.199829309924409,0,0.525423728813559,0.095898136056037,0.132997218358832,0.149670039595249,0.136258660508083,0.135106382978723,0.104990583804143,0.038830297219559,0.0488690850971085,0.175748649975454,0,0.0612691466083151,22.1,3.5,10.3,9.4,2.8,52.8,24.7,8.5,2.4,47.6,38,5.9,3.4,52.5,47.5,2.3,0.2,2.2,0,0.2,4.3,93,12237,26721,79131,1858,949,900,2995,1504,613,243,962,1721,248,1487,902,116,14.1,9.1,24,15.9,37,5.1,4.9,42.4,47.6,16.2,12.8,6.5,6.2,20.7,10.4,4.2,1.7,6.6,11.9,1.7,10.3,6.2,0.8,85.2,6.9,0.2,1.5,900.110606811854,49.5823639345513,42,6,NA,NA,61792,3.1,18,18,24,15,19,13,9,37333,"VA","Prince George County","43,010",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51153,"Prince William County, Virginia",6.2,10.5,18.7,29.2,0.252873355173849,0.382168315036199,0.373019501505573,0.417551329911339,0.410526881335291,0.340097666847531,0.413712891326533,0.378599106848077,0.225882352941176,0.438282279314888,0.070445163042362,0.0979945499446479,0.120940585987622,0.135637760258743,0.0884270769808134,0.0572698167365864,0.0579532131092625,0.0505739477624355,0.0982286277681153,0.0751329787234043,0.0721354677731363,39.5,2.2,10,5.7,3,53.2,28.1,7,1.3,56.5,33.1,6.5,2.8,55.7,44.3,5.2,1,7.9,0,0,22.8,74.2,144314,37063,114994,28464,11633,19287,41157,42245,12359,4548,10431,25525,3299,7371,19101,521,7.2,9.1,22.7,17.7,43.4,1.8,3.9,26.5,67.9,13,12.6,5.1,8.5,18.2,18.7,5.5,2,4.6,11.3,1.5,3.3,8.5,0.2,74.5,13.4,5.5,1.3,621.381892537891,46.2841431907045,389,187,NA,NA,91886,2.7,22,18,27,14,15,10,16,446094,"VA","Prince William County","482,204",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51155,"Pulaski County, Virginia",0.6,20.7,27.4,48.1,0.124103341692424,0.194232400339271,0.231272132933805,0.18629751290474,0.18036398467433,0.157068796413059,0.182541352750537,0.113424264178033,1,0.822033898305085,0.134966190833959,0.13650814247713,0.150400100812803,0.200817096165933,0.148408972352634,0.118200620475698,0.0636989670437777,0.126951024797159,0.182251340083383,0,0.0932203389830508,18.2,3.2,12.4,11.8,3.2,54.2,18.3,13.7,3.8,55.3,24.1,5.5,1.8,55.1,44.9,0.5,0.1,0.3,0,0,1.3,98.4,17266,25738,60141,691,801,1016,3721,1109,443,211,739,1791,159,3442,1172,172,22,9.7,22,16.3,30,0.1,3.9,42.4,53.7,8.8,4.5,5.2,6.6,24.1,7.2,2.9,1.4,4.8,11.6,1,22.3,7.6,1.1,85.3,8.7,0.4,1.2,1765.88313777813,98.1046187654515,10,20,NA,NA,46186,3.3,37,16,50,15,20,22,11,34322,"VA","Pulaski County","33,800",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2016,51,51157,"Rappahannock County, Virginia",0.3,16.1,18.6,34.7,0.258029096898161,0.310651941574635,0.165492957746479,0.324532453245325,0.350862431636517,0.339481268011527,0.337767495662233,0.0866425992779783,0,0.6,0.0920394647925395,0.0705503512880562,0.127277986693665,0.0573122529644269,0.104242424242424,0.0887892376681614,0.0417070805043647,0.0931458699472759,0.0553745928338762,0,0,32.4,1.7,6.3,10.6,1.7,62.3,19.1,9.9,4.5,64.5,19.4,2.1,2.5,50.6,49.4,0.3,0,0.6,0,0,4.5,94.3,3950,34886,81034,295,216,277,732,516,217,65,121,427,29,156,348,155,5.6,13.5,23.4,19.6,37.8,0,1.4,42,56.6,12.4,8.3,6.1,7.8,20.6,14.5,6.1,1.8,3.4,12,0.8,4.4,9.8,4.4,72.9,14,1.3,3.2,1049.26195980793,NA,5,3,NA,NA,62800,3.2,40,16,20,13,16,17,14,7361,"VA","Rappahannock County","7,348",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51159,"Richmond County, Virginia",0.8,18.7,27.1,45.8,0.0971774193548387,0.147006730428622,0.144194756554307,0.144074360960496,0.126414358174015,0.132612407512806,0.155119152691968,0.0935904707884288,0.4,0,0.166785155694583,0.196527229676401,0.221966458401842,0.23731884057971,0.0625,0.18976279650437,0.247910863509749,0.146899224806202,0.129842180774749,0,0,13.4,2.6,13,12.5,1.6,53.5,19.3,13.4,2.7,46.2,35.1,5.4,1.2,58.8,41.2,0.8,0,2.3,0,0,6,93.3,3894,19191,56748,280,154,193,908,195,220,28,108,369,61,290,220,108,16.8,12.7,21.4,18.6,30.4,0.1,2.8,55.4,41.7,8.7,8.9,4.9,6.2,29,6.2,7,0.9,3.4,11.8,1.9,9.3,7,3.4,75.2,7.1,1.2,1.2,1811.91973644804,NA,12,NA,NA,NA,42204,3.3,40,16,37,19,19,24,11,8902,"VA","Richmond County","8,923",9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
2016,51,51161,"Roanoke County, Virginia",0.5,15.3,27.5,42.8,0.23735148845281,0.342220722240972,0.412569690826153,0.417045263335016,0.339406559083811,0.255248377774143,0.334795442177993,0.333055555555556,0.108433734939759,0.617492711370262,0.0795761774975646,0.0791241978104945,0.0952732814556538,0.105744125326371,0.0844943369750426,0.0726500861067724,0.0578581948243215,0.0704760970104395,0.144,0.08,0.109760878087025,34.1,2.1,13,12.1,2.4,51.3,21.3,10,3.2,59.3,25.4,4.9,2.5,57.6,42.4,0.4,0.1,2.8,0,0,5.5,93.5,40616,32220,77347,2164,2244,3558,11819,4808,3815,752,2617,5882,1477,4185,2170,120,10.9,6.4,27.5,15,40.2,0.1,3,37.4,59.5,10.1,4.7,4.9,7.8,25.9,10.5,8.4,1.6,5.7,12.9,3.2,9.2,4.8,0.3,87.4,6.8,0.4,0.8,1436.74752387166,60.7911749006583,192,116,NA,NA,61935,3.1,20,17,18,11,18,11,10,93785,"VA","Roanoke County","96,929",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2016,51,51163,"Rockbridge County, Virginia",1.1,17.5,28,45.5,0.181345291479821,0.256520726595249,0.255490811295383,0.255823986194996,0.244118501307,0.256596060943887,0.243708526355327,0.402173913043478,0,0.691358024691358,0.147484120906347,0.146463192244937,0.163639767833739,0.117021276595745,0.183810375670841,0.0951583434835566,0.0899395662993246,0.143673743875492,0.241803278688525,0,0,25.1,1,13.1,13,1.9,52.2,19.9,13.3,3.2,58.3,24.2,2.7,2.3,51.6,48.4,0.7,0.4,0.6,0,0,2.2,96.3,11265,29603,69585,478,601,611,2688,809,464,119,396,1346,36,1519,822,295,16.7,11.4,22.6,16.1,33.3,0,2.7,43.5,53.8,9.8,4.7,5.9,6,26.4,7.9,4.6,1.2,3.9,13.2,0.4,14.9,8.1,2.9,83.9,7.1,0.4,0.9,1508.1001472754,NA,1,24,NA,NA,48497,3.3,46,15,36,14,17,19,11,22327,"VA","Rockbridge County","22,650",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2016,51,51165,"Rockingham County, Virginia",1.7,12.8,22.2,35,0.152983039401574,0.261778391740585,0.279806786050895,0.300677891974634,0.244312927686333,0.191080079794813,0.248273155416013,0.154180238870793,0,0.55625,0.116041935947149,0.110734149054505,0.131390771043681,0.1198311188377,0.101591328413284,0.0850235508987792,0.0740045582517764,0.107015111604048,0.33545197740113,0,0.0141342756183746,24.6,1.7,10.3,10.4,1.5,54.5,23.3,8.7,2.4,59.1,28.1,4.6,1.5,55,45,1.6,0.1,0.7,0,0,5.3,93.9,34479,27160,70169,1265,1444,3108,9403,2585,1698,501,1477,5351,1155,5355,2967,1774,16.5,11.9,24.5,15.4,31.7,0,3.3,36.1,60.6,7.9,3.3,3.8,8.2,24.7,6.8,4.5,1.3,3.9,14.1,3,14.1,7.8,4.7,81,8.4,0.2,3.1,1268.33712984055,47.380410022779,9,20,NA,NA,55798,3.1,40,18,25,12,16,16,15,78171,"VA","Rockingham County","83,757",3,"Metro - Counties in metro areas of fewer than 250,000 population"
2016,51,51167,"Russell County, Virginia",0.5,17.6,28.9,46.5,0.0731030453516395,0.158612143742255,0.167045085955238,0.207654955726935,0.125453481568169,0.0676561295296839,0.132673068221809,0.0869565217391304,0,0.230769230769231,0.170232759866994,0.146896081255211,0.199109323373079,0.207308743169399,0.119918104708979,0.184260807260568,0.0807086614173228,0.170092973293329,0.291005291005291,0.714285714285714,0.696969696969697,13.1,1.8,10.2,15.2,3.5,52.7,18.5,10.7,5.1,54.5,27.8,3.8,1.2,55.6,44.4,0.5,0,0.1,0,0,1.1,98.4,13409,21171,50577,534,453,346,2762,904,476,189,770,1428,146,761,738,1020,13.8,15.5,26.7,12.9,31.1,0,3.2,51.2,45.5,5.8,5.1,4.3,3.3,26.2,8.6,4.5,1.8,7.3,13.6,1.4,7.2,7,9.7,87.2,7.7,0,1.8,1877.1415801758,109.251626359438,16,12,NA,NA,37378,3.7,25,15,47,18,22,25,12,28023,"VA","Russell County","25,781",8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
2016,51,51169,"Scott County, Virginia",0.1,16.9,25.2,42.1,0.0889066524558131,0.129199277543648,0.147465437788018,0.175438596491228,0.126417662180553,0.0850083752093802,0.12684184675835,0,0,0.285714285714286,0.201424540955552,0.182436903298989,0.224287828338883,0.218390804597701,0.150232919254658,0.1886586695747,0.0916604057099925,0.198758348226884,1,0,0.0483870967741935,12.6,1.1,8.9,13,3.3,56.5,18.4,11.3,4.5,58.5,24.6,4,1,54.5,45.5,0.1,0,0.3,0,0,1,98.9,11874,20935,50063,481,382,389,2055,721,250,235,278,1094,90,1513,644,259,19.3,13.3,23.4,20.2,23.8,0.1,3.8,51,45.1,8.7,5.7,4.6,4.6,24.5,8.6,3,2.8,3.3,13,1.1,18,7.7,3.1,87.1,9.1,0.1,0.8,2108.85597610776,109.709270433352,22,9,NA,NA,36290,3.6,11,15,46,18,20,26,11,22384,"VA","Scott County","21,576",2,"Metro - Counties in metro areas of 250,000 to 1 million population"
2016,51,51171,"Shenandoah County, Virginia",1.6,15.7,26.6,42.3,0.125357619683387,0.210631770083276,0.201535508637236,0.178645616950561,0.203291079442564,0.18587962962963,0.194852312010131,0.0625,0.375,0.630630630630631,0.106457242582897,0.0895885002783823,0.134906588003933,0.0995348837209302,0.125545851528384,0.0831602558777104,0.0661918726434855,0.103273607015952,0.12778429073857,0.4375,0.36,19.4,1.8,12.1,13.2,1.3,53.6,19.8,11.7,2.2,58.9,25.5,5.5,2,56.5,43.5,1.5,0.1,0.6,0,0,5.8,93.3,21066,26444,63369,1211,815,1544,3883,1605,700,482,862,2475,421,3222,2069,923,18.4,14.5,21.6,16.5,29,0.3,3.4,38.6,57.7,10.3,6,4,7.6,19.2,7.9,3.5,2.4,4.3,12.2,2.1,15.9,10.2,4.6,80.6,12.8,0.3,1.7,1434.04062033612,71.3775874375446,17,20,NA,NA,45430,3.2,29,16,38,14,17,18,14,43021,"VA","Shenandoah County","44,186",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2016,51,51173,"Smyth County, Virginia",0.2,19.9,32.9,52.8,0.0947321257120912,0.16057084259101,0.164864864864865,0.176425269645609,0.157740039190072,0.106967148071735,0.14876860745664,0.114893617021277,0,0.0588235294117647,0.177392712550607,0.176178326843024,0.187858036478567,0.208002540489044,0.142667375132837,0.160706201901313,0.0753623188405797,0.172780149951249,0.279296875,0,0.275229357798165,14.8,2.9,14,14.2,4.7,49.8,17.3,13.3,3.7,55.3,24.9,5.8,2.5,56.1,43.9,0.1,0.1,0.3,0,0,1.3,98.4,15346,22161,52043,870,535,803,3139,722,448,154,434,1758,235,2712,783,277,23.2,9.5,20.6,18.6,28.1,0,3.9,46.7,49.4,9,6.8,4.2,6.2,24.4,5.6,3.5,1.2,3.4,13.7,1.8,21.1,6.1,2.2,85.5,8.5,1,1.3,1787.36925724878,92.678405931418,34,17,NA,NA,37831,3.7,29,15,57,17,21,27,12,31555,"VA","Smyth County","29,800",7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
2016,51,51175,"Southampton County, Virginia",0.6,19.5,25.8,45.3,0.0942961800104657,0.196552814674257,0.157174151150055,0.221793635486982,0.135231316725979,0.172934648581998,0.196369837982702,0.09865005192108,0.116279069767442,0.125,0.14729512587038,0.176401080351114,0.225730071033938,0.226331360946746,0.155494125777471,0.182472029834843,0.121664050235479,0.0749740001890895,0.27697461212976,0,0,16.1,2.5,10.8,10.3,4.7,49.4,24.8,12.3,4.7,49.3,31.2,11.5,1.9,52.3,47.7,0.6,0,0.1,0,0,0.6,98.9,7550,24018,61648,685,377,397,1990,414,212,133,433,915,239,921,565,524,15.5,14,21.9,18,30.6,0.1,3.2,45.1,51.5,11.4,8.8,4.8,5.1,25.5,5.3,2.7,1.7,5.5,11.7,3.1,11.8,7.2,6.7,86.7,7.1,0.1,0.8,1428.14191220686,NA,NA,4,NA,NA,46521,3.3,45,14,26,17,19,22,15,18059,"VA","Southampton County","17,996",6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
2016,51,51177,"Spotsylvania County, Virginia",4.4,12.4,21.2,33.6,0.196345520187927,0.285925925925926,0.263213994607812,0.336151110592899,0.308147027511627,0.257545785208347,0.315180752698148,0.226081610696995,0.553745928338762,0.341717259323504,0.0851853874296948,0.101657526903888,0.118355005730999,0.139132553606238,0.0836274359367807,0.0791894891347152,0.0639864783291078,0.0675435628489257,0.139246033671341,0.0492700729927007,0.0885705933937445,29.6,2.1,11.4,7.3,2.5,53.2,25.5,8.5,1.8,57.7,29.8,6.6,1.9,55.7,44.3,4.1,0.3,2.5,0,0,7.2,90.7,46263,32367,94191,8010,3327,6046,12457,7868,3885,1286,3255,7941,1402,2651,4812,529,9,9.7,24.5,17.5,39.2,0.5,3.8,32.1,63.6,14.2,12.6,5.2,9.5,19.6,12.4,6.1,2,5.1,12.5,2.2,4.2,7.6,0.8,78.7,12.7,2.7,0.5,1061.38414557433,84.6362357462285,63,79,NA,NA,75714,3.1,32,18,27,13,18,13,14,129188,"VA","Spotsylvania County","140,032",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51179,"Stafford County, Virginia",5.9,9.9,17.8,27.7,0.246665243077799,0.347933513027853,0.315664774918728,0.392022792022792,0.416412567943789,0.299591644416523,0.386579956750272,0.360862845238895,0.250836120401338,0.44731115946534,0.0507842775419819,0.0594974748528737,0.0826902553156555,0.0712788259958071,0.0803619354343992,0.038432795985908,0.0266506962120078,0.042702045517565,0.0542329179200688,0.072463768115942,0.0513713539399216,37.3,1.9,9.8,5.7,2.3,56.5,25.7,6.4,1.6,57.2,32.8,7.1,2.5,55.1,44.9,5.3,0.6,3.3,0,0,8.8,88.1,46427,37782,114982,13344,2748,4500,13261,9371,3850,907,2662,7124,895,1979,4883,145,5.5,8.6,23.3,15.4,47.2,4.2,3.2,31.1,61.5,19.5,20.3,4.2,6.9,20.2,14.3,5.9,1.4,4.1,10.8,1.4,3,7.4,0.2,73.3,14.5,4.2,1.2,774.099688405876,48.8562215683933,81,41,NA,NA,92647,2.8,29,18,19,12,16,8,12,139992,"VA","Stafford County","156,927",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51181,"Surry County, Virginia",0.6,14.6,22.9,37.5,0.130539644256859,0.276326207442597,0.313813813813814,0.24045261669024,0.227490213136146,0.178348909657321,0.273863636363636,0.178778421756576,0,0,0.119447333234289,0.201282683769117,0.204651162790698,0.164705882352941,0.151219512195122,0.161609033168666,0.0789473684210526,0.0997719498289624,0.13659793814433,1,0.551724137931034,22.8,2.6,10.5,9.3,3.1,54.5,22.6,11.2,0.8,57,28.5,6.4,2.1,54.2,45.8,0.2,0.4,0.4,0,0,0.7,99.3,3502,25838,63661,257,140,227,579,164,87,12,254,385,73,527,379,81,22.9,16.7,20.7,13.6,26.1,0,5,39,56,11.4,8.1,4.4,7.2,18.3,5.2,2.7,0.4,8,12.2,2.3,16.7,12,2.6,80.4,11.6,1.7,0.7,1576.89944706123,NA,4,1,NA,NA,48707,3.4,40,14,21,18,19,20,10,6790,"VA","Surry County","6,561",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51183,"Sussex County, Virginia",1.5,16.2,27.9,44.1,0.0588464031108231,0.188443670150987,0.0595744680851064,0.0629024269440317,0.151146334559864,0.159619450317125,0.185693848354793,0.0680143909542573,0,0.767857142857143,0.184886499402628,0.225294117647059,0.340366242038217,0.5,0.402777777777778,0.214170692431562,0.145762711864407,0.12580834803057,0.243761996161228,0,0,11.3,2.9,15.3,9.7,2.9,47.9,24.3,10.6,2.7,27.8,55.9,10.9,1.6,56.1,43.9,1.5,0,0.4,0,0,2.9,96.7,4588,16653,49569,319,125,128,593,278,37,18,231,412,91,344,221,144,15.3,14.2,23.7,20.7,26.1,0.1,1.9,71.1,27,9.5,10.8,4.3,4.4,20.2,9.5,1.3,0.6,7.9,14,3.1,11.7,7.5,4.9,85.3,7.7,1.2,0.9,1713.68617393332,NA,2,3,NA,NA,37748,3.6,25,14,54,22,23,31,10,11767,"VA","Sussex County","10,829",1,"Metro - Counties in metro areas of 1 million population or more"
2016,51,51185,"Tazewell County, Virginia",0.2,20,30.1,50.1,0.0988412676252967,0.151675265742525,0.191636215996752,0.163870246085011,0.156424581005587,0.0902336728579988,0.140952826406521,0.0824742268041237,0.263157894736842,0.659722222222222,0.178245714558564,0.169643314057622,0.198974211484997,0.200729927007299,0.2078,0.142110936074952,0.113441780821918,0.176657334266573,0.29251012145749,0,0.0705882352941176,14.6,3.7,11.4,15.8,2.9,53.8,16.1,12.3,4,54.7,25.4,2.8,1.8,56.4,43.6,0.1,0.1,0.4,0,0,0.8,98.8,20656,23548,56650,980,901,1053,4118,1015,781,211,781,2329,430,1392,689,1499,14.6,14.5,23.7,17.1,30.1,0.1,4.1,51,44.9,7,6.1,5.6,6.5,25.5,6.3,4.8,1.3,4.8,14.4,2.7,8.6,4.3,9.3,84.5,9.4,0.1,1.1,1977.33692652359,110.39319458424,54,34,NA,NA,38292,3.6,31,15,48,16,19,25,11,43452,"VA","Tazewell County","40,429",7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
2016,51,51187,"Warren County, Virginia",0.5,15.8,26.4,42.2,0.125535981815364,0.215638226776565,0.197156196943973,0.223098838483454,0.195272353545735,0.195686759766661,0.19654568414192,0.23221586263287,0.733333333333333,0.326388888888889,0.103875887179758,0.0914860769626622,0.133253506671228,0.134776536312849,0.0898373025229899,0.0780278082693011,0.0793650793650794,0.100561245154198,0.199712643678161,0.126984126984127,0.069377990430622,20,2.3,12.7,9.2,4.5,49.8,23.7,10.8,2.7,52.2,32.1,7.7,2,54.2,45.8,0.5,0,1.1,0,0,3.2,95.6,16146,29179,77386,1355,1038,1101,3964,2675,642,401,848,2093,560,1236,2425,285,11.2,16.4,23.2,16.4,32.7,0.1,4.2,35.8,60,11.8,7.3,5.6,5.9,21.3,14.4,3.4,2.2,4.6,11.2,3,6.6,13,1.5,75.1,16,0.2,1.8,1229.40196259952,85.1694130716534,32,22,NA,NA,60714,3.1,29,18,30,13,18,16,16,38987,"VA","Warren County","40,727",1,"Metro - Counties in metro areas of 1 million population or more"
