"Year","County","County.Code","Death.Rate","Death.Rate.25.34","Death.Rate.35.44","Death.Rate.45.54","Death.Rate.55.64","Death.Rate.65.74","Death.Rate.75.84","Death.Rate.85.","Death.Rate.45.64","Death.Rate.65.","Death.Rate.F","Death.Rate.M","Death.Rate.White","Death.Rate.Black","Death.Rate.Asian","Death.Rate.Indian"
2009,"Gordon County, GA",13129,0.000651872006348666,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.00104517477644873,0.000690815161891031,0,0,0
2009,"Grady County, GA",13131,NA,0,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0
2009,"Greene County, GA",13133,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0
2009,"Gwinnett County, GA",13135,0.00028027131876729,0.00018939720036502,0.000193425036639166,0.000409932068400094,0.000439294931634726,NA,NA,NA,0.000421050442882688,0,0.000132184109137421,0.000439825577742312,0.000367312292615171,0.000117078091086755,NA,0
2009,"Habersham County, GA",13137,0.000834115316442498,NA,NA,0.00185560053981107,NA,NA,NA,0,0.000981441827266238,0,NA,0.00113105112351078,0.000893023255813954,0,0,0
2009,"Hall County, GA",13139,0.000535833891493637,NA,0.000426092345832042,0.00088866319664847,0.000711782742006132,NA,NA,NA,0.000811552691251939,0,0.000315806095057635,0.000763941940412529,0.000546296112358211,NA,0,0
2009,"Hancock County, GA",13141,NA,0,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0
2009,"Haralson County, GA",13143,0.00100502512562814,NA,NA,NA,NA,0,NA,NA,0,0,NA,0.00110144289018614,0.00095366318860092,NA,0,0
2009,"Harris County, GA",13145,0.000462256737391947,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0
2009,"Hart County, GA",13147,0.000629326620516048,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.00069710700592541,NA,0,0
2009,"Heard County, GA",13149,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0
2009,"Henry County, GA",13151,0.000528714822439939,NA,0.000405338892266713,0.000599720130605717,0.000882291882914677,NA,NA,0,0.000710198449738241,0,0.000388808302552676,0.000690131124913734,0.000737482209858973,NA,0,0
2009,"Houston County, GA",13153,0.000435520102691056,NA,NA,0.000575981568589805,NA,NA,NA,NA,0.000345144960883571,0,0.000260444926749864,0.000631420453165602,0.000489388427594982,NA,NA,0
2009,"Irwin County, GA",13155,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,0
